Cód. Produto;Descrição;Unid.;Categoria;Família;Grupo Produto
001.051;001.051 - Mamao Formosa Doce Mel 1 Cx Plastica 14kg;14,00;Formosa 1ª;Mamao Formosa;Mamao
001.052;001.052 - Mamao Formosa M Cx Plastica 14 Kg;14,00;Formosa Pp;Mamao Formosa;Mamao
001.053;001.053 - Mamao Formosa Doce Mel 1 Cx Ifco 11kg;11,00;Formosa 1ª;Mamao Formosa;Mamao
001.054;001.054 - Mamao Papaya Duo Reserva Gourmet 660g 12 Und / Cx 7,9 Kg;7,90;Papaya Extra;Mamao Papaya;Mamao
001.055;001.055 - Mamao Formosa Premium Cx 12 Kg;12,00;Formosa Extra;Mamao Formosa;Mamao
001.056;001.056 - Mamao Formosa Premium Cx 10 Kg;10,00;Formosa Extra;Mamao Formosa;Mamao
001.057;001.057 - Mamao Papaya Golden Levissa 1 Cal M Cx 12kg;12,00;Papaya Extra;Mamao Papaya;Mamao
001.057;001.057 - Mamao Papaya Golden Levissa 1 Cal M Cx 12kg;12,00;Papaya Extra;Mamao Papaya;Mamao
001.058;001.058 - Mamao Papaya Golden Levissa 1 Cal G Cx 12kg;12,00;Papaya Extra;Mamao Papaya;Mamao
001.059;001.059 - Mamao Papaya Golden Pp Cal G Cx 12kg;12,00;Papaya Extra;Mamao Papaya;Mamao
001.060;001.060 - Mamao Papaya Golden Pp Cal M Cx 12kg;12,00;Papaya Extra;Mamao Papaya;Mamao
001.061;001.061 - Mamao Formosa Ex Cx Frunet 4,5 Kg;4,50;Formosa Extra;Mamao Formosa;Mamao
001.061;001.061 - Mamao Formosa Exp Cx Frunet 4,5 Kg;4,50;Formosa Extra;Mamao Formosa;Mamao
001.062;001.062 - Mamao Formosa 1 Cx Ifco 10 Kg;10,00;Formosa 1ª;Mamao Formosa;Mamao
001.063;001.063 - Mamao Formosa G Cx Plastica 13 Kg;13,00;Formosa Pp;Mamao Formosa;Mamao
001.065;001.065 - Mamao Papaya Pp M Cx 7kg;7,00;Papaya Extra;Mamao Papaya;Mamao
001.066;001.066 - Mamao Papaya Golden Levissa Ex Cx 3.5kg;3.5;Papaya Extra;Mamao Papaya;Mamao
001.067;001.067 - Mamao Formosa Pp Cx 10kg;10,00;Formosa Pp;Mamao Formosa;Mamao
001.068;001.068 - Mamao Formosa Cx Ifco 15kg;15,00;Formosa 1ª;Mamao Formosa;Mamao
001.069;001.069 - Mamao Formosa Premium Cx 8,0 Kg;8,00;Formosa Extra;Mamao Formosa;Mamao
001.071;001.071 - Mamao Papaya Golden Oferta Cal M Cx 10kg;10,00;Papaya Extra;Mamao Papaya;Mamao
002.006;002.006 - Abacaxi Gold Doce Mel Ex Cx 10 Unid 1.2kg;1.2;Abacaxi Gold Extra;Abacaxi Gold;Abacaxi
002.007;002.007 - Abacaxi Gold Doce Mel Ex Cx 5 Unid 2.4kg;2.4;Abacaxi Gold Extra;Abacaxi Gold;Abacaxi
002.008;002.008 - Abacaxi Gold Doce Mel Ex Cx 6 Unid 2.0kg;2,00;Abacaxi Gold Extra;Abacaxi Gold;Abacaxi
002.009;002.009 - Abacaxi Gold Doce Mel Ex Cx 7 Unid 1.7kg;1.7;Abacaxi Gold Extra;Abacaxi Gold;Abacaxi
002.010;002.010 - Abacaxi Gold Doce Mel Ex Cx 8 Unid 1.5kg;1.5;Abacaxi Gold Extra;Abacaxi Gold;Abacaxi
002.011;002.011 - Abacaxi Gold Doce Mel Ex Cx 9 Unid 1.3kg;1.3;Abacaxi Gold Extra;Abacaxi Gold;Abacaxi
002.013;002.013 - Abacaxi Gold Fabrica;1,00;Abacaxi Gold Pp;Abacaxi Gold;Abacaxi
002.014;002.014 - Abacaxi Gold Pp Cx Plast 10und;10,00;Abacaxi Gold Pp;Abacaxi Gold;Abacaxi
002.015;002.015 - Abacaxi Gold Varejo;1,00;Abacaxi Gold Extra;Abacaxi Gold;Abacaxi
002.016;002.016 - Abacaxi Perola 1 Bim Oferta (1kg A Acima);1,00;Abacaxi Perola Premium;Abacaxi Perola;Abacaxi
002.017;002.017 - Abacaxi Perola 1 Und Emb Bim;1,00;Abacaxi Perola Premium;Abacaxi Perola;Abacaxi
002.018;002.018 - Abacaxi Perola Doce Mel 1 Cx Ifco 9 Unid;9,00;Abacaxi Perola Premium;Abacaxi Perola;Abacaxi
002.019;002.019 - Abacaxi Perola Doce Mel 1 Cx Plast 10 Unid;10,00;Abacaxi Perola Premium;Abacaxi Perola;Abacaxi
002.021;002.021 - Abacaxi Perola Doce Mel Ex Tipo 8 Cx 11kg;11,00;Abacaxi Perola Premium;Abacaxi Perola;Abacaxi
002.023;002.023 - Abacaxi Perola Doce Mel Premium Tipo 7 Cx 10kg;10,00;Abacaxi Perola Premium;Abacaxi Perola;Abacaxi
002.023;002.023 - Abacaxi Perola Doce Mel Premium Tipo 7 Cx 12kg;12,00;Abacaxi Perola Premium;Abacaxi Perola;Abacaxi
002.024;002.024 - Abacaxi Perola Doce Mel Premium Tipo 8 Cx 10 Kg;10,00;Abacaxi Perola Premium;Abacaxi Perola;Abacaxi
002.025;002.025 - Abacaxi Perola Fabrica;1,00;Abacaxi Perola Premium;Abacaxi Perola;Abacaxi
002.026;002.026 - Abacaxi Perola Levissa Extra Cx 10 Unid Cx 12kg;12,00;Abacaxi Perola Premium;Abacaxi Perola;Abacaxi
002.027;002.027 - Abacaxi Perola Levissa Extra Cx 8 Unid Cx 11kg;11,00;Abacaxi Perola Premium;Abacaxi Perola;Abacaxi
002.028;002.028 - Abacaxi Perola Levissa Extra Cx 9 Unid Cx 11kg;11,00;Abacaxi Perola Premium;Abacaxi Perola;Abacaxi
002.029;002.029 - Abacaxi Perola Pp Cx Plast 10und;10,00;Abacaxi Perola Premium;Abacaxi Perola;Abacaxi
002.030;002.030 - Abacaxi Pp Und Emb Bim;1,00;Abacaxi Perola Premium;Abacaxi Perola;Abacaxi
002.031;002.031 - Abacaxi Perola Qualita Premium Tipo 7 Cx Ifco 10,5 Kg;10,50;Abacaxi Perola Premium;Abacaxi Perola;Abacaxi
002.032;002.032 - Abacaxi Perola Doce Mel Ex Tipo 7 Cx 12kg;12,00;Abacaxi Perola Premium;Abacaxi Perola;Abacaxi
002.033;002.033 - Abacaxi Perola Doce Mel Premium Tipo 7 Cx Ifco 10,5kg;10,50;Abacaxi Perola Premium;Abacaxi Perola;Abacaxi
002.034;002.034 - Abacaxi Perola Levissa Ex Tp 9;9,00;Abacaxi Perola Premium;Abacaxi Perola;Abacaxi
002.035;002.035 - Abacaxi Perola Levissa Ex Tp 10;10,00;Abacaxi Perola Premium;Abacaxi Perola;Abacaxi
002.036;002.036 - Abacaxi Gold 1 Und Emb Bim;1,00;Abacaxi Gold Extra;Abacaxi Gold;Abacaxi
002.037;002.037 - Abacaxi Perola Doce Mel 1 Cx Ifco 10 Unid;10,00;Abacaxi Perola Premium;Abacaxi Perola;Abacaxi
002.038;002.038 - Abacaxi Perola Qualita Premium Tipo 7 Cx 10kg;10,00;Abacaxi Perola Premium;Abacaxi Perola;Abacaxi
002.039;002.039 - Abacaxi Perola 1 Cx Eurobox 9 Und;9,00;Abacaxi Perola Premium;Abacaxi Perola;Abacaxi
002.040;002.040 - Abacaxi Perola 1 Cx Eurobox 6 Und;6,00;Abacaxi Perola Premium;Abacaxi Perola;Abacaxi
002.041;002.041 - Abacaxi Perola Oferta Cx Ifco 10und;10,00;Abacaxi Perola Premium;Abacaxi Perola;Abacaxi
002.042;002.042 - Abacaxi Perola Levissa Ex Tp 11;11,00;Abacaxi Perola Premium;Abacaxi Perola;Abacaxi
003.001;003.001 - Melao Amarelo Cepi Tipo 4-7 Cx 10kg;10,00;Melao Amarelo Cepi;Melao Amarelo Cepi;Melao
003.002;003.002 - Melao Amarelo Cepi Tipo 8-12 Cx 10kg;10,00;Melao Amarelo Cepi;Melao Amarelo Cepi;Melao
003.003;003.003 - Melao Amarelo Cepi Varejo;1,00;Melao Amarelo Cepi;Melao Amarelo Cepi;Melao
003.004;003.004 - Melao Amarelo Qualita Cepi Tipo 5-8 Cx 10kg;10,00;Melao Amarelo Cepi;Melao Amarelo Cepi;Melao
003.005;003.005 - Melao Amarelo Rei Tipo 4 Cx 10kg;10,00;Melao Amarelo Rei;Melao Amarelo Rei;Melao
003.006;003.006 - Melao Amarelo Rei Tipo 5-8 Cx 10kg;10,00;Melao Amarelo Rei;Melao Amarelo Rei;Melao
003.008;003.008 - Melao Amarelo Rei Varejo;1,00;Melao Amarelo Rei;Melao Amarelo Rei;Melao
003.009;003.009 - Melao Cantaloupe Cepi Tipo 4-8 Cx 9kg;9,00;Melao Cantaloupe Cepi;Melao Cantaloupe;Melao
003.010;003.010 - Melao Cantaloupe Cepi Tipo 9-12 Cx 9kg;9,00;Melao Cantaloupe Cepi;Melao Cantaloupe;Melao
003.011;003.011 - Melao Cantaloupe Levissa Extra Cx 14kg;14,00;Melao Cantaloupe;Melao Cantaloupe;Melao
003.013;003.013 - Melao Espanhol Doce Mel 1 Bim 300kg;300,00;Melao Espanhol;Melao Espanhol;Melao
003.014;003.014 - Melao Espanhol Doce Mel 1 Tipo 6-11 Cx Ifco 14kg;14,00;Melao Espanhol;Melao Espanhol;Melao
003.015;003.015 - Melao Espanhol Doce Mel Extra Tipo 11-12 Cx 15kg;15,00;Melao Espanhol;Melao Espanhol;Melao
003.016;003.016 - Melao Espanhol Doce Mel Extra Tipo 7-10 Cx 15kg;15,00;Melao Espanhol;Melao Espanhol;Melao
003.017;003.017 - Melao Espanhol Extra Tipo 10-12 Cx 13kg;13,00;Melao Espanhol;Melao Espanhol;Melao
003.018;003.018 - Melao Espanhol Extra Tipo 6-9 Cx 13 Kg;13,00;Melao Espanhol;Melao Espanhol;Melao
003.019;003.019 - Melao Espanhol Pp;1,00;Melao Espanhol;Melao Espanhol;Melao
003.020;003.020 - Melao Espanhol Varejo;1,00;Melao Espanhol;Melao Espanhol;Melao
003.021;003.021 - Melao Galia Cepi Tipo 4-8 Cx 8kg;8,00;Melao Galia Cepi;Melao Galia;Melao
003.022;003.022 - Melao Galia Cepi Tipo 6-8 Cx 9kg;9,00;Melao Galia Cepi;Melao Galia;Melao
003.023;003.023 - Melao Galia Cepi Tipo 8-12 Cx 8kg;8,00;Melao Galia Cepi;Melao Galia;Melao
003.024;003.024 - Melao Galia Cepi Varejo;1,00;Melao Galia Cepi;Melao Galia;Melao
003.025;003.025 - Melao Galia Doce Mel 1 Cx 14kg;14,00;Melao Galia;Melao Galia;Melao
003.026;003.026 - Melao Galia Levissa Extra Cx 14kg;14,00;Melao Galia;Melao Galia;Melao
003.028;003.028 - Melao Galia Rei Tipo 7-10 Cx 8kg;8,00;Melao Galia Rei;Melao Galia;Melao
003.029;003.029 - Melao Galia Rei Tipo 7-8 Cx 9kg;9,00;Melao Galia Rei;Melao Galia;Melao
003.030;003.030 - Melao Galia Rei Varejo;1,00;Melao Galia Rei;Melao Galia;Melao
003.031;003.031 - Melao Japones Doce Mel 1 Cx 14kg;14,00;Melao Japones;Melao Japones;Melao
003.032;003.032 - Melao Japones Levissa Extra Cx 14kg;14,00;Melao Japones;Melao Japones;Melao
003.033;003.033 - Melao Orange Fresh Doce Mel 1 Cx Ifco 15kg;15,00;Melao Orange;Melao Orange;Melao
003.034;003.034 - Melao Orange Fresh Levissa Extra Cx 15kg;15,00;Melao Orange;Melao Orange;Melao
003.036;003.036 - Melao Pele De Sapo Rei Tipo 4-8 Cx 10kg;10,00;Melao Pds Rei;Melao Galia;Melao
003.037;003.037 - Melao Portugues Doce Mel 1 Bim 300kg;300,00;Melao Portugues;Melao Portugues;Melao
003.038;003.038 - Melao Portugues Doce Mel Extra Tipo 11 Cx 15kg;15,00;Melao Portugues;Melao Portugues;Melao
003.039;003.039 - Melao Portugues Doce Mel Extra Tipo 6 Cx 15kg;15,00;Melao Portugues;Melao Portugues;Melao
003.040;003.040 - Melao Portugues Doce Mel Extra Tipo 7-10 Cx 15kg;15,00;Melao Portugues;Melao Portugues;Melao
003.041;003.041 - Melao Portugues Extra Tipo 6-9 Cx 13kg;13,00;Melao Portugues;Melao Portugues;Melao
003.042;003.042 - Melao Portugues Varejo;1,00;Melao Portugues;Melao Portugues;Melao
003.043;003.043 - Melao Portugues 1 Cx Ifco 15 Kg;15,00;Melao Portugues;Melao Portugues;Melao
003.045;003.045 - Melao Matisse Cepi Tipo 4-8 Cx 10kg;10,00;Melao Matisse Cepi;Melao Matisse;Melao
003.046;003.046 - Melao Pele De Sapo Cepi Tipo 4-8 Cx 10kg;10,00;Melao Pds Cepi;Melao Portugues;Melao
003.047;003.047 - Melao Matisse Cepi Tipo 9-12 Caixa 10 Kg;10,00;Melao Matisse Cepi;Melao Matisse;Melao
003.051;003.051 - Melao Galia Extra Cx 10kg;10,00;Melao Galia;Melao Galia;Melao
003.052;003.052 - Melao Cantaloupe Extra Cx 10kg;10,00;Melao Japones;Melao Cantaloupe;Melao
003.053;003.053 - Melao Espanhol Tipo 04-12 Cx 13kg;13,00;Melao Espanhol;Melao Espanhol;Melao
003.054;003.054 - Melao Espanhol Doce Mel 1 Tipo 12 Cx Plast 16kg;16,00;Melao Espanhol;Melao Espanhol;Melao
003.055;003.055 - Melao Espanhol Doce Mel 1 Tipo 6 A 11 Cx 16kg;16,00;Melao Espanhol;Melao Espanhol;Melao
003.055;003.055 - Melao Espanhol Doce Mel 1 Tipo 6 A 11 Cx Plast 16kg;16,00;Melao Espanhol;Melao Espanhol;Melao
003.056;003.056 - Melao Orange Doce Mel 1 Cx Plast 16 Kg;16,00;Melao Orange;Melao Orange;Melao
003.057;003.057 - Melao Portugues Doce Mel 1 Cx Plast 16 Kg;16,00;Melao Portugues;Melao Portugues;Melao
003.057;003.057 - Melao Portugues Doce Mel 1 Cx Plast 16kg;16,00;Melao Portugues;Melao Portugues;Melao
003.058;003.058 - Melao Cantaloupe Cepi Tipo 6-8 Cx 7kg;7,00;Melao Cantaloupe Cepi;Melao Cantaloupe;Melao
003.060;003.060 - Melao Sauro Levissa Extra Cx 15kg;15,00;Melao Sauro;Melao Orange;Melao
003.062;003.062 - Melao Galia Cepi Tipo 9-12 Cx 7kg;7,00;Melao Galia Cepi;Melao Galia;Melao
003.063;003.063 - Melao Cantaloupe Cepi Tipo 4-8 Cx 8kg;8,00;Melao Cantaloupe Cepi;Melao Cantaloupe;Melao
003.064;003.064 - Melao Galia Rei Tipo 8-12 Cx 7kg;7,00;Melao Galia Rei;Melao Galia;Melao
003.065;003.065 - Melao Amarelo Gaia Tipo 8-12 Cx 13kg;13,00;Melao Espanhol;Melao Espanhol;Melao
003.066;003.066 - Melao Amarelo Gaia Tipo 4-8 Cx 14kg;14,00;Melao Espanhol;Melao Espanhol;Melao
003.067;003.067 - Melao Espanhol Doce Mel Oferta Extra Tipo 11-12 Cx 15kg;15,00;Melao Espanhol;Melao Espanhol;Melao
003.068;003.068 - Melao Espanhol Doce Mel Oferta Extra Tipo 07-10 Cx 15kg;15,00;Melao Espanhol;Melao Espanhol;Melao
003.071;003.071 - Melao Matisse Rei Tipo 4-8 Cx 10kg;10,00;Melao Matisse Cepi;Melao Matisse;Melao
003.073;003.073 - Melao Pele De Sapo Rei Tipo 4-8 Cx 14kg;14,00;Melao Pds Rei;Melao Portugues;Melao
004.002;004.002 - Melancia Magali Turma Da Monica Tipo 4-6 Cx 10kg;10,00;Melancia Turma Da Monica;Melancia S/ Semente;Melancia
004.003;004.003 - Melancia Mini Cepi Tipo 4-8 Cx 10kg;10,00;Melancia Cepi;Melancia S/ Semente;Melancia
004.004;004.004 - Melancia Mini Cepi Varejo;1,00;Melancia Cepi;Melancia S/ Semente;Melancia
004.006;004.006 - Melancia Mini Varejo;1,00;Melancia Cepi;Melancia S/ Semente;Melancia
004.008;004.008 - Melancia Magali Turma Da Monica Cx 14kg;14,00;Melancia Turma Da Monica;Melancia S/ Semente;Melancia
004.009;004.009 - Melancia Mini Cepi Tp 4-8 Cx 14kg;14,00;Melancia Cepi;Melancia S/ Semente;Melancia
004.012;004.012 - Mini Melancia Sem Semente Ex Cx 15kg;15,00;Melancia Sem Semente;Melancia S/ Semente;Melancia
004.013;004.013 - Melancia Rajada Extra Cx 16kg;16,00;Melancia Sem Semente;Melancia S/ Semente;Melancia
004.014;004.014 - Melancia Pick & Nicky Tipo 4-8 Cx Plastica 18kg;18,00;Melancia Pick & Nicky;Melancia S/ Semente;Melancia
004.015;004.015 - Melancia Baby Pick & Nicky Tipo 4-8 Cx 15 Kg;15,00;Melancia Pick & Nicky;Melancia S/ Semente;Melancia
004.016;004.016 - Melancia Mini Cepi Tipo 4-8 Cx 9kg;9,00;Melancia Cepi;Melancia S/ Semente;Melancia
004.018;004.018 - Melancia Pick & Nicky Extra Tipo 6-10 Cx 18kg;18,00;Melancia Pick & Nicky;Melancia S/ Semente;Melancia
004.020;004.020 - Melancia Media Clara Cepi Tp 4-9 Cx 14kg;14,00;Melancia Cepi;Melancia S/ Semente;Melancia
005.002;005.002 - Manga Palmer Extra Cal G Cx18kg;18,00;Manga Palmer;Manga Palmer;Manga
005.003;005.003 - Manga Palmer Cx 6kg;6,00;Manga Palmer;Manga Palmer;Manga
005.004;005.004 - Manga Rosa Cx 5 Kg;5,00;Manga Rosa;Manga Rosa;Manga
005.005;005.005 - Manga Rosa Cx 18 Kg;18,00;Manga Rosa;Manga Rosa;Manga
005.006;005.006 - Manga Sem Fibra Agrodan Cx 2 Kg;2,00;Manga Sem Fibra;Manga Sem Fibra;Manga
005.007;005.007 - Manga Sem Fibra Agrodan Cx 4 Kg;4,00;Manga Sem Fibra;Manga Sem Fibra;Manga
005.008;005.008 - Manga Tommy Extra Cal G Cx 18 Kg;18,00;Manga Tommy;Manga Tommy;Manga
005.008;005.008 - Manga Tommy Extra Cx 18 Kg;18,00;Manga Tommy;Manga Tommy;Manga
005.009;005.009 - Manga Tommy Kg;1,00;Manga Tommy;Manga Tommy;Manga
005.009;005.009 - Manga Tommy Varejo;1,00;Manga Tommy;Manga Tommy;Manga
005.010;005.010 - Manga Tommy Cx 4 Kg;4,00;Manga Tommy;Manga Tommy;Manga
005.014;005.014 - Manga Tommy Extra Cal P Cx 18 Kg;18,00;Manga Tommy;Manga Tommy;Manga
005.015;005.015 - Manga Tommy Extra Cal M Cx 18 Kg;18,00;Manga Tommy;Manga Tommy;Manga
005.016;005.016 - Manga Tommy Cat 1/Cal G Cx Plast 20kg;20,00;Manga Tommy;Manga Tommy;Manga
005.017;005.017 - Manga Keitt/Kent S/ Fibra Extra Cal. G Cx 18 Kg;18,00;Manga Keitt;Manga Sem Fibra;Manga
005.018;005.018 - Manga Espada Extra Cx 14 Kg;14,00;Manga Espada;Manga Espada;Manga
005.019;005.019 - Manga Tommy Cat 1 Cal M Cx Plast 20kg;20,00;Manga Tommy;Manga Tommy;Manga
005.019;005.019 - Manga Tommy Cat 1/Cal M Cx Plast 20kg;20,00;Manga Tommy;Manga Tommy;Manga
005.019;005.019 - Manga Tommy Cat 1/Cal M Cx Plast 20kg;20,00;Manga Tommy;Manga Tommy;Manga
005.020;005.020 - Manga Keitt Kent S Fibra Extra Cal M Cx 18kg;18,00;Manga Keitt;Manga Sem Fibra;Manga
005.021;005.021 - Manga Rosa Cat 1 Cal M Cx Plast 20kg;20,00;Manga Rosa;Manga Rosa;Manga
005.022;005.022 - Manga Rosa Cat 1 Cal G Cx Plast 20kg;20,00;Manga Rosa;Manga Rosa;Manga
005.022;005.022 - Manga Rosa Cat 1 Cal G Cx Plast 20kg;20,00;Manga Rosa;Manga Rosa;Manga
005.023;005.023 - Manga Palmer Extra Cal M Cx 18kg;18,00;Manga Palmer;Manga Palmer;Manga
005.024;005.024 - Manga Palmer Extra Cx 4kg;4,00;Manga Palmer;Manga Palmer;Manga
005.025;005.025 - Manga Palmer Extra Cal M Cx 14kg;14,00;Manga Palmer;Manga Palmer;Manga
005.026;005.026 - Manga Tommy Extra Cal M Cx 17kg;17,00;Manga Tommy;Manga Tommy;Manga
005.027;005.027 - Manga Rosa Extra Cx 6kg;6,00;Manga Rosa;Manga Rosa;Manga
005.028;005.028 - Manga Tommy Extra Cal. M Cx 12 Kg;12,00;Manga Tommy;Manga Tommy;Manga
005.030;005.030 - Manga Keitt/Kent S/ Fibra Extra Cal. M Cx Papelao 12 Kg;12,00;Manga Keitt;Manga Sem Fibra;Manga
005.031;005.031 - Manga Tommy Extra Cal M Cx 15 Kg;15,00;Manga Tommy;Manga Tommy;Manga
005.032;005.032 - Manga Palmer Extra Cal P Cx 18 Kg;18,00;Manga Palmer;Manga Tommy;Manga
005.033;005.033 - Manga Palmer Extra Cal P Cx 16 Kg;16,00;Manga Palmer;Manga Palmer;Manga
005.034;005.034 - Manga Tommy Extra Cal P Cx 16 Kg;16,00;Manga Tommy;Manga Tommy;Manga
005.036;005.036 - Manga Keitt Cx 2,7kg;2,70;Manga Keitt;Manga Sem Fibra;Manga
005.038;005.038 - Manga Tommy Cx 2,7 Kg;2,70;Manga Tommy;Manga Tommy;Manga
005.039;005.039 - Manga Tommy Cx 4 Kg;4,00;Manga Tommy;Manga Tommy;Manga
005.040;005.040 - Manga Espada Extra Cx 18 Kg;18,00;Manga Espada;Manga Espada;Manga
005.046;005.046 - Manga Tommy Cx 6kg;6,00;Manga Tommy;Manga Tommy;Manga
005.047;005.047 - Manga Keitt Cx 6kg;6,00;Manga Keitt;Manga Sem Fibra;Manga
006.003;006.003 - Uva Crimson Frutana Cx 10 Und C/500g;5,00;Uva Crimson;Uva Crimson;Uva
006.010;006.010 - Uva Crimson Levissa Cx 10 Und C/500g;5,00;Uva Crimson;Uva Crimson;Uva
006.012;006.012 - Uva Crimson Reserva Gourmet Cx 12 Und C/400g;4,80;Uva Crimson;Uva Crimson;Uva
006.013;006.013 - Uva Da Hora Cx 20 Und C/250g;5,00;Uva Da Hora;Uva Da Hora;Uva
006.015;006.015 - Uva Italia Frutana Cx 10 Und C/500g;5,00;Uva Italia;Uva Italia;Uva
006.016;006.016 - Uva Midnight Levissa Cx 10 Und C/500g;5,00;Uva Midnight;Uva Midnight;Uva
006.017;006.017 - Uva Midnight Imp Cx 22 Und. C/500g;11,00;Uva Midnight Imp;Uva Midnight;Uva
