Cód. Produto;Descrição;Unid.;Categoria;Família;Grupo Produto
006.019;006.019 - Uva Midnight Reserva Gourmet Cx 12 Und C/400g;4,80;Uva Midnight;Uva Midnight;Uva
006.020;006.020 - Uva Mista Levissa Cx 10 Und C/500g;5,00;Uva Mista;Uva Mista;Uva
006.021;006.021 - Uva Red Globe Levissa Imp Cx 10 Und C/500g;5,00;Uva Red Globe Imp;Uva Red Globe;Uva
006.023;006.023 - Uva Red Globe Imp Cal L Cx 8,2kg;8,20;Uva Red Globe Imp;Uva Red Globe;Uva
006.024;006.024 - Uva Red Globe Imp Cal M Cx 8,2kg;8,20;Uva Red Globe Imp;Uva Red Globe;Uva
006.025;006.025 - Uva Red Globe Imp Cal Xl Cx 8,2kg;8,20;Uva Red Globe Imp;Uva Red Globe;Uva
006.026;006.026 - Uva Red Globe Levissa Imp 500g X 22und;22,00;Uva Red Globe Imp;Uva Red Globe;Uva
006.028;006.028 - Uva Red Globe Levissa Cx 10 Und C/500g;5,00;Uva Red Globe;Uva Red Globe;Uva
006.029;006.029 - Uva Red Globe Nacional 8 Kg;8,00;Uva Red Globe;Uva Red Globe;Uva
006.029;006.029 - Uva Red Nacional 8 Kg;8,00;Uva Red Globe;Uva Red Globe;Uva
006.030;006.030 - Uva Red Globe Reserva Gourmet Cx 10 Und C/500g;5,00;Uva Red Globe;Uva Red Globe;Uva
006.031;006.031 - Uva Thompson Bdj 500g 22uni;22,00;Uva Thompson;Uva Thompson;Uva
006.033;006.033 - Uva Thompson Imp Cal L Cx 8,2kg;8,20;Uva Thompson Imp;Uva Thompson;Uva
006.034;006.034 - Uva Thompson Imp. Cal M Cx 8,2kg;8,20;Uva Thompson Imp;Uva Thompson;Uva
006.036;006.036 - Uva Thompson Frutana Cx 10 Und C/500g;5,00;Uva Thompson;Uva Thompson;Uva
006.038;006.038 - Uva Thompson Levissa Cx 10 Und C/500g;5,00;Uva Thompson;Uva Thompson;Uva
006.039;006.039 - Uva Thompson Nacional Cx 8kg;8,00;Uva Thompson;Uva Thompson;Uva
006.040;006.040 - Uva Thompson Reserva Gourmet Cx 12 Und C/400g;4,80;Uva Thompson;Uva Thompson;Uva
006.041;006.041 - Uva Vitoria Levissa Cx 10 Und C/500g;5,00;Uva Vitoria;Uva Vitoria;Uva
006.042;006.042 - Uva Vitoria Reserva Gourmet Cx 12 Und C/400g;4,80;Uva Vitoria;Uva Vitoria;Uva
006.044;006.044 - Uva Red Globe Imp Reserva Gourmet Cx 10 Und C/500g;5,00;Uva Red Globe Imp;Uva Red Globe;Uva
006.045;006.045 - Uva Da Hora Bdj 250gr Cx 20 Und;5,00;Uva Da Hora;Uva Da Hora;Uva
006.046;006.046 - Uva Vitoria Frutana Cx 10 Und C/500g;5,00;Uva Vitoria;Uva Vitoria;Uva
006.047;006.047 - Uva Pick & Nicky Cx 20 Und C/250g;10,00;Uva Pick & Nicky;Uva Pick Nick;Uva
006.048;006.048 - Uva Thompson Levissa Imp Cx 10 Und C/500g;5,00;Uva Thompson Imp;Uva Thompson;Uva
006.049;006.049 - Uva Thompson Frutana Imp Cx 10 Und C/500g;5,00;Uva Thompson Imp;Uva Thompson;Uva
006.056;006.056 - Uva Midnight Levissa Cx Ifco 20 Und C/ 500g;10,00;Uva Midnight;Uva Midnight;Uva
006.061;006.061 - Uva Vitoria Reserva Gourmet Cx Ifco 24 Und C/ 400g;9,60;Uva Vitoria;Uva Vitoria;Uva
006.065;006.065 - Uva Crimson Levissa Imp Cx 10 Und C/500g;5,00;Uva Crimson Imp;Uva Crimson;Uva
007.001;007.001 - Abacate Cx 20 Kg;20,00;Abacate;Abacate;Abacate
007.002;007.002 - Abacate Cat 1 Cx 18kg;18,00;Abacate;Abacate;Abacate
007.004;007.004 - Avocado Baby Jaguacy Cx 8 X 800g;6,40;Avocado;Avocado;Abacate
007.005;007.005 - Avocado Cat 1 Granel Cx 10kg;10,00;Avocado;Avocado;Abacate
007.006;007.006 - Avocado No Bowl Jaguacy Cx 8 X 500g;4,00;Avocado;Avocado;Abacate
007.007;007.007 - Avocado R. Gourmet Bdj 650g;0,65;Avocado;Avocado;Abacate
007.008;007.008 - Abacate Extra Cx Plastica 20 Kg;20,00;Abacate;Abacate;Abacate
007.010;007.010 - Avocado Cat 2 Granel Cx 10kg;10,00;Avocado;Avocado;Abacate
008.002;008.002 - Coco Verde 1;1,00;Coco Verde;Coco Verde;Coco
008.004;008.004 - Coco Verde Exp Cal 8;8,00;Coco Verde;Coco Verde;Coco
008.007;008.007 - Coco Verde Natural Descascado Levissa Cx 12 Und;12,00;Coco Verde Levissa;Coco Verde;Coco
008.007;008.007 - Coco Verde Natural Descascado Levissa Cx 12 Und;12,00;Coco Verde Levissa;Coco Verde;Coco
008.008;008.008 - Coco Verde Natural Descascado Levissa Cx 11 Und;11,00;Coco Verde Levissa;Coco Verde;Coco
008.009;008.009 - Coco Verde Natural Descascado Levissa Exp;1,00;Coco Verde Levissa;Coco Verde;Coco
008.011;008.011 - Coco Verde Natural Descascado Levissa Exp Cal. 12;12,00;Coco Verde Levissa;Coco Verde;Coco
009.001;009.001 - Pitaya Amarela Cx 3kg;3,00;Pitaya;Pitaya Amarela;Pitaya
009.002;009.002 - Pitaya Doce Mel Cat 2 Cx 4,0kg;4,00;Pitaya;Pitaya Branca;Pitaya
009.004;009.004 - Pitaya Doce Mel Cat 1 Cx 4,5kg;4,50;Pitaya;Pitaya Vermelha;Pitaya
009.006;009.006 - Pitaya Vermelha Doce Mel Ex Cx 4.0kg;4,00;Pitaya;Pitaya Vermelha;Pitaya
009.007;009.007 - Pitaya Vermelha Cat 1 Cx 6kg;6,00;Pitaya;Pitaya Vermelha;Pitaya
009.008;009.008 - Pitaya Vermelha Cat 1 Cx 6,5kg;6,50;Pitaya;Pitaya Vermelha;Pitaya
011.001;011.001 - Goiaba Crocante Cat 1 Cx 3,0 Kg;3,00;Goiaba;Goiaba Crocante;Correntes
011.002;011.002 - Goiaba Crocante Cat 1 Cx 6 Kg;6,00;Goiaba;Goiaba Crocante;Goiaba
011.003;011.003 - Goiaba Crocante Cat 1 Cx. 2 Kg;2,00;Goiaba;Goiaba Crocante;Correntes
011.004;011.004 - Goiaba Crocante Cat 1 Cx. 4,5 Kg;4,50;Goiaba;Goiaba Crocante;Goiaba
011.005;011.005 - Goiaba Crocante Varejo;1,00;Goiaba;Goiaba Crocante;Goiaba
011.006;011.006 - Goiaba Vermelha;1,00;Goiaba;Goiaba Vermelha;Goiaba
012.001;012.001 - Banana Da Terra;1,00;Banana;Banana Da Terra;Banana
012.005;012.005 - Banana Prata;1,00;Banana;Banana Prata;Banana
014.002;014.002 - Maracuja Amarelo Cx 13 Kg;13,00;Maracuja;Maracuja;Maracuja
019.003;019.003 - Atemoia Cx 3kg;3,00;Atemoia;Atemoia;Frutas Exoticas
019.005;019.005 - Caju Extra Cx 1,4 Kg;1,40;Caju;Caju;Frutas Exoticas
019.006;019.006 - Carambola;1,00;Carambola;Carambola;Frutas Exoticas
019.007;019.007 - Carambola Extra Cx 1,5 Kg;1,50;Carambola;Carambola;Frutas Exoticas
019.010;019.010 - Figo Extra Cx 1,5 Kg;1,50;Figo;Figo;Frutas Exoticas
019.012;019.012 - Mangostin Cx 1kg;1,00;Mangostin;Exoticos;Frutas Exoticas
019.014;019.014 - Maracuja Doce Cx 1,2kg 3 Bdj 400g;1,20;Maracuja;Maracuja;Frutas Exoticas
019.015;019.015 - Mirtilo Cx 12 Bdj 100g;1,20;Mirtilo;Frutas Vermelhas;Frutas Exoticas
019.016;019.016 - Morango Bdj 250 Gr;0,25;Morango;Exoticos;Frutas Exoticas
019.017;019.017 - Morango Cx 1,16kg / 4 Bdj 290g;1,16;Morango;Exoticos;Frutas Exoticas
019.020;019.020 - Physalis Cx 8 Und 100g;0,80;Physalis;Physalis;Frutas Exoticas
019.024;019.024 - Roma Rubi Cx 2,2kg;2,20;Roma;Roma;Frutas Exoticas
019.027;019.027 - Morango 4 Bdj X 250 G Cx 1,0 Kg Premium;1,00;Morango;Exoticos;Frutas Exoticas
019.029;019.029 - Roma Importada Eleg Cx 4kg;4,00;Roma Imp;Roma;Frutas Exoticas
019.031;019.031 - Cereja Imp Reserva Gourmet Cx 4.5kg Emb 18 Und;4,50;Cereja Imp;Frutas Vermelhas;Frutas Exoticas
019.033;019.033 - Roma Importada Eleg Cx 3,5kg;3,50;Roma Imp;Roma;Frutas Exoticas
019.034;019.034 - Roma Importada Eleg Cx 5kg;5,00;Roma Imp;Roma;Frutas Exoticas
019.035;019.035 - Mirtilo Cx 1,5 Kg / 12x 125g;125,00;Mirtilo;Frutas Vermelhas;Frutas Exoticas
019.036;019.036 - Amora Cx 2,04 Kg/ 12x170g;2,04;Amora;Frutas Vermelhas;Frutas Exoticas
019.037;019.037 - Mix De Frutas Vermelhas;1,00;Mix De Frutas Vermelhas;Frutas Vermelhas;Frutas Exoticas
019.038;019.038 - Morango Natural Da Horta Cx 720gr / 04 X 180gr;0,72;Morango;Exoticos;Frutas Exoticas
019.039;019.039 - Roma Importada Eleg Cx 9kg;9,00;Roma Imp;Roma;Frutas Exoticas
019.041;019.041 - Morango 6 Bdj X 200 G Cx 1,2 Kg;1,20;Morango;Exoticos;Frutas Exoticas
019.042;019.042 - Morango Cx 1kg / 1bdj;1,00;Morango;Exoticos;Frutas Exoticas
020.001;020.001 - Mamao Formosa 1 Mp;1,00;Formosa 1ª;Mamao Formosa Mp;Mamao
031.001;031.001 - Grape Fruit Importado Cx 13kg;13,00;Grape Fruit Imp;Grape Fruit;Laranja
031.003;031.003 - Laranja Bahia Lucato Cx 16kg / 8 X 2kg;2,00;Laranja Pacote;Laranja Pacote;Laranja
031.005;031.005 - Laranja Lima;1,00;Laranja;Laranja Pacote;Laranja
031.006;031.006 - Laranja Lima Disney Cx 16kg / 16 X 1kg;1,00;Laranja Pacote;Laranja Pacote;Laranja
031.008;031.008 - Laranja Navel Cat 1 Cx 15kg;15,00;Laranja Imp;Laranja Imp;Laranja
031.009;031.009 - Laranja Navel Varejo;1,00;Laranja Imp;Laranja Imp;Laranja
031.010;031.010 - Laranja Navelena Imp Com Cal 1 Cx 14kg;14,00;Laranja Imp;Laranja Imp;Laranja
031.011;031.011 - Laranja Navelena Imp Com Cal 1 Cx 15kg;15,00;Laranja Imp;Laranja Imp;Laranja
031.012;031.012 - Laranja Navelena Imp Com Cal 2 Cx 15kg;15,00;Laranja Navelena;Laranja Navelena;Laranja
031.014;031.014 - Laranja Navelena Imp Eleg Cal 1 Cx 14kg;14,00;Laranja Imp;Laranja Imp;Laranja
031.015;031.015 - Laranja Navelena Imp Eleg Cal 1 Cx 15kg;15,00;Laranja Imp;Laranja Imp;Laranja
031.016;031.016 - Laranja;1,00;Laranja Imp;Laranja Imp;Laranja
031.016;031.016 - Laranja Navelena Imp Eleg Cal 2 Cx 15kg;15,00;Laranja Imp;Laranja Imp;Laranja
031.017;031.017 - Laranja Navelena Imp Eleg Cal 3 Cx 15kg;15,00;Laranja Imp;Laranja Imp;Laranja
031.020;031.020 - Laranja Pera Cutrale Cx Open Top 15kg;15,00;Laranja;Laranja;Laranja
031.021;031.021 - Laranja Pera Cx 20kg;20,00;Laranja;Laranja;Laranja
031.024;031.024 - Laranja Pera Rio Cx 15kg / 5 X 3kg;3,00;Laranja Pacote;Laranja Pacote;Laranja
031.026;031.026 - Laranja Sanguinelle/Cara Cara Bollo 1 Kg X 14 Und / Cx 14 Kg;14,00;Laranja Imp;Laranja Imp;Laranja
031.026;031.026 - Laranja Sanguinelle/Cara Cara Bollo Cx 15kg;15,00;Laranja Imp;Laranja Imp;Laranja
031.027;031.027 - Laranja Navel Imp. Bollo Privilege Pacote Cx 8 Und C/ 1,5kg;1,50;Laranja Pacote Imp;Laranja Imp;Laranja
031.028;031.028 - Laranja Pera Nac Sc 5kg;5,00;Laranja;Laranja;Laranja
032.001;032.001 - Limão Siciliano Cx 15kg;15,00;Limao Siciliano;Limao Siciliano;Limao
032.001;032.001 - Limão Siciliano Cx 15kg;15,00;Limao Siciliano;Limao Siciliano;Limao
032.002;032.002 - Limao Siciliano Imp Ele Cal 1 Cx 7kg;7,00;Limao Imp;Limao Imp;Limao
032.003;032.003 - Limao Siciliano Imp Eleg Cal 1 Cx 14kg;14,00;Limao Imp;Limao Imp;Limao
032.004;032.004 - Limao Siciliano Imp Eleg Cal 1 Cx 15kg;15,00;Limao Imp;Limao Imp;Limao
032.005;032.005 - Limao Siciliano Imp Eleg Cal 2 Cx 14kg;14,00;Limao Imp;Limao Imp;Limao
032.006;032.006 - Limao Siciliano Imp Eleg Cal 2 Cx 14kg;14,00;Limao Imp;Limao Imp;Limao
032.007;032.007 - Limao Siciliano Imp Eleg Cal 2 Cx 15kg;15,00;Limao Imp;Limao Imp;Limao
032.011;032.011 - Limao Siciliano Varejo;1,00;Limao Imp;Limao Imp;Limao
032.013;032.013 - Limao Tahiti Cat 1 Cx 20 Kg;20,00;Limao Tahiti;Limao Tahiti;Limao
032.014;032.014 - Limao Siciliano Levissa Pc 1 Kg;1,00;Limao Imp;Limao Imp;Limao
032.015;032.015 - Limao Siciliano R. Gourmet Bdj 650g;0,65;Limao Imp;Limao Imp;Limao
032.016;032.016 - Limao Siciliano Imp 10 Kg;10,00;Limao Imp;Limao Imp;Limao
032.016;032.016 - Limao Siciliano Imp 10 Kg;10,00;Limao Imp;Limao Imp;Limao
032.017;032.017 - Limao Taiti Cat 1 Cal M/45-50mm Cx Plast 25kg;25,00;Limao Tahiti;Limao Tahiti;Limao
032.018;032.018 - Limao Taiti Cat 1 Cal G/50-60mm Cx Plast 25kg;25,00;Limao Tahiti;Limao Tahiti;Limao
032.019;032.019 - Limao Taiti Cat 1 Cal G/50-60mm Cx Ifco 25kg;25,00;Limao Tahiti;Limao Tahiti;Limao
032.020;032.020 - Limao Taiti Cat 1 Cal G/50-60mm Cx Eurobox 14kg;14,00;Limao Tahiti;Limao Tahiti;Limao
032.021;032.021 - Limao Taiti Cat 1 Cal G/50-60mm Cx 12kg;12,00;Limao Tahiti;Limao Tahiti;Limao
032.022;032.022 - Limao Taiti Cat 2 Cal G/50-60mm Cx Papelao 14kg;14,00;Limao Tahiti;Limao Tahiti;Limao
032.023;032.023 - Limao Taiti Cat 2 Sc 20kg;20,00;Limao Tahiti;Limao Tahiti;Limao
033.001;033.001 - Tangerina Cat 1 Cal 1/1x Cx 10kg;10,00;Tangerina;Tangerina;Tangerina
033.002;033.002 - Tangerina Cat 1 Cal 1/1x Cx 15kg;15,00;Tangerina;Tangerina;Tangerina
033.003;033.003 - Tangerina Cat 1 Cal 1/1x Cx 9kg;9,00;Tangerina;Tangerina;Tangerina
033.004;033.004 - Tangerina Cat 1 Cal 1xxx/1xx Cx 10kg;10,00;Tangerina;Tangerina;Tangerina
033.005;033.005 - Tangerina Cat 1 Cal 1xxx/1xx Cx 15kg;15,00;Tangerina;Tangerina;Tangerina
033.006;033.006 - Tangerina Cat 1 Cal 2 Cx 10kg;10,00;Tangerina;Tangerina;Tangerina
033.007;033.007 - Tangerina Cat 1 Cal 2-4 Cx 15kg;15,00;Tangerina;Tangerina;Tangerina
033.008;033.008 - Tangerina Cat 1 Cal 2 Cx 9kg;9,00;Tangerina;Tangerina;Tangerina
033.009;033.009 - Tangerina Cat 1 Cal 3 Cx 10kg;10,00;Tangerina;Tangerina;Tangerina
033.010;033.010 - Tangerina Imp Com Cal 2/3 Cx 10kg;10,00;Tangerina Imp;Tangerina Imp;Tangerina
033.011;033.011 - Tangerina Imp Com Cal 1/1x Cx 10kg;10,00;Tangerina Imp;Tangerina Imp;Tangerina
033.012;033.012 - Tangerina Imp Com Cal 1xx/1xxx Cx 10kg;10,00;Tangerina Imp;Tangerina Imp;Tangerina
033.013;033.013 - Tangerina Imp Com Cal 1xxx Cx 10kg;10,00;Tangerina Imp;Tangerina Imp;Tangerina
033.014;033.014 - Tangerina Imp Eleg Cal 1x Cx 10kg;10,00;Tangerina Imp;Tangerina Imp;Tangerina
033.015;033.015 - Tangerina Imp Eleg Cal 1xx - 1xxx Cx 10kg;10,00;Tangerina Imp;Tangerina Imp;Tangerina
033.016;033.016 - Tangerina Imp Eleg Cal 1 - 1xxx Cx 10kg;10,00;Tangerina Imp;Tangerina Imp;Tangerina
033.016;033.016 - Tangerina Imp Eleg Cal 1xxx Cx 10kg;10,00;Tangerina Imp;Tangerina Imp;Tangerina
033.017;033.017 - Tangerina Imp Eleg Cal 2 Cx 10kg;10,00;Tangerina Imp;Tangerina Imp;Tangerina
033.018;033.018 - Tangerina Imp Emb Eleg Cal 3 Cx 10,5kg X 15 X 700g;10,50;Tangerina Imp;Tangerina Imp;Tangerina
033.019;033.019 - Tangerina Imp Varejo;1,00;Tangerina Imp;Tangerina Imp;Tangerina
033.020;033.020 - Tangerina Nadorcott Bollo Imp Eleg Cal 1-3 Cx 10kg;10,00;Tangerina Imp;Tangerina Imp;Tangerina
033.022;033.022 - Tangerina Privilege Bollo Imp Cal 1/1x Cx 10kg;10,00;Tangerina Imp;Tangerina Imp;Tangerina
033.023;033.023 - Tangerina Bollo Imp Cal 1/1x Cx 10kg;10,00;Tangerina Imp;Tangerina Imp;Tangerina
033.024;033.024 - Tangerina Bollo Imp Cal 1xx/1xxx Cx 10kg;10,00;Tangerina Imp;Tangerina Imp;Tangerina
033.025;033.025 - Tangerina Privilege Bollo Imp Cal 1xx/1xxx Cx 10kg;10,00;Tangerina Imp;Tangerina Imp;Tangerina
033.026;033.026 - Tangerina Bollo Imp Cal 2/3 Cx 10kg;10,00;Tangerina Imp;Tangerina Imp;Tangerina
033.028;033.028 - Tangerina Verona Cat 1 Cal 60-70 / 1x /1 Cx 10kg;10,00;Tangerina Verona;Tangerina Verona;Tangerina
033.029;033.029 - Tangerina Verona Cat 1 Cal 48-54 / 1xx/1xxx Cx 10kg;10,00;Tangerina Verona;Tangerina Verona;Tangerina
033.030;033.030 - Tangerina Verona Cat 1 Cal 80-100 / 1 Cx 10kg;10,00;Tangerina Verona;Tangerina Verona;Tangerina
033.032;033.032 - Tangerina Importada Pick & Nicky 500g Cx 10 Und;5,00;Tangerina Imp Pick & Nicky;Tangerina Imp Pick & Nicky;Tangerina
033.033;033.033 - Tangerina Nac Pick & Nicky 500g Cx 10 Und;5,00;Tangerina Imp Pick & Nicky;Tangerina Imp Pick & Nicky;Tangerina
033.036;033.036 - Tangerina R. Gourmet Bdj 960g;0,96;Tangerina;Tangerina;Tangerina
033.037;033.037 - Tangerina Nac. Levissa Pct 1kg;1,00;Tangerina;Tangerina;Tangerina
033.038;033.038 - Tangerina Importada - Emb Kg;1,00;Tangerina Imp;Tangerina Imp;Tangerina
033.039;033.039 - Tangerina Imp Eleg Cal 2-4 Cx 15kg;15,00;Tangerina Imp;Tangerina;Tangerina
033.040;033.040 - Tangerina Imp Cal 1/1xxx Cx Ifco 15kg;15,00;Tangerina Imp;Tangerina;Tangerina
033.041;033.041 - Tangerina Cat 1 Cal 1xx/1xxx Cx 9 Kg;9,00;Tangerina;Tangerina;Tangerina
033.042;033.042 - Tangerina Verona Cat 1 Cal 80-100 / 1 Cx 14 Kg;14,00;Tangerina Verona;Tangerina Verona;Tangerina
033.044;033.044 - Tangerina Imp Eleg Cal 1xx/1xxx Cx 9,5 Kg;9,50;Tangerina Imp;Tangerina;Tangerina
033.044;033.044 - Tangerina Imp Eleg Cal 1xx/1xxx Cx 9,5kg;9,50;Tangerina Imp;Tangerina;Tangerina
033.045;033.045 - Tangerina Imp Eleg Cal 2-4 Cx 14kg;14,00;Tangerina Imp;Tangerina Imp;Tangerina
033.046;033.046 - Tangerina Cat 1 Cal. 1/1x Cx 20 Kg;20,00;Tangerina;Tangerina;Tangerina
033.047;033.047 - Tangerina Cat 1 Cal 1xx/1xxx Cx 20 Kg;20,00;Tangerina;Tangerina;Tangerina
033.048;033.048 - Tangerina Cat 1 Cal 1/1x Cx 18 Kg;18,00;Tangerina;Tangerina;Tangerina
033.049;033.049 - Tangerina Imp Eleg Cal 2-4 Cx 9kg;9,00;Tangerina Imp;Tangerina Imp;Tangerina
033.050;033.050 - Tangerina Imp Eleg Cal 1/1x Cx 9kg;9,00;Tangerina Imp;Tangerina Imp;Tangerina
033.052;033.052 - Tangerina Bollo Imp Cal 1xx/1xxx Cx 9kg;9,00;Tangerina Imp;Tangerina Imp;Tangerina
033.053;033.053 - Tangerina Imp Eleg Cal 1xx/1xxx Cx 9kg;9,00;Tangerina Imp;Tangerina Imp;Tangerina
033.054;033.054 - Tangerina Imp Com Cx 15kg;15,00;Tangerina Imp;Tangerina Imp;Tangerina
041.002;041.002 - Kiwi Gold Chileno Eleg Cal 33 Cx 6kg;6,00;Kiwi Imp;Kiwi Gold;Kiwi
041.003;041.003 - Kiwi Green Zespri Cx 7,5kg / 15 X 500g;7,50;Kiwi Green;Kiwi Green;Kiwi
041.005;041.005 - Kiwi Green Zespri Imp Cal 27 Cx 10kg;10,00;Kiwi Green;Kiwi Green;Kiwi
041.006;041.006 - Kiwi Green Zespri Imp Cal 30-33 Cx 10kg;10,00;Kiwi Green;Kiwi Green;Kiwi
041.007;041.007 - Kiwi Green Zespri Imp Cal 36 Cx 10kg;10,00;Kiwi Green;Kiwi Green;Kiwi
041.008;041.008 - Kiwi Hayward Imp Com Cal 20-23 Cx 10kg;10,00;Kiwi Imp;Kiwi Hayward;Kiwi
041.009;041.009 - Kiwi Hayward Imp Com Cal 25-27 Cx 10kg;10,00;Kiwi Imp;Kiwi Hayward;Kiwi
041.010;041.010 - Kiwi Hayward Imp Com Cal 30 Cx 10kg;10,00;Kiwi Imp;Kiwi Hayward;Kiwi
041.011;041.011 - Kiwi Hayward Imp Com Cal 33 Cx 10kg;10,00;Kiwi Imp;Kiwi Hayward;Kiwi
041.012;041.012 - Kiwi Hayward Imp Com Cal 33 Cx 9kg;9,00;Kiwi Imp;Kiwi Hayward;Kiwi
041.013;041.013 - Kiwi Hayward Imp Com Cal 36 Cx 10kg;10,00;Kiwi Imp;Kiwi Hayward;Kiwi
041.014;041.014 - Kiwi Hayward Imp Eleg Cal 25 Cx 9kg;9,00;Kiwi Imp;Kiwi Hayward;Kiwi
041.015;041.015 - Kiwi Hayward Imp Eleg Cal 25-27 Cx 10kg;10,00;Kiwi Imp;Kiwi Hayward;Kiwi
041.016;041.016 - Kiwi Hayward Imp Eleg Cal 27 Cx 9kg;9,00;Kiwi Imp;Kiwi Hayward;Kiwi
041.017;041.017 - Kiwi Hayward Imp Eleg Cal 30 Cx 10kg;10,00;Kiwi Imp;Kiwi Hayward;Kiwi
041.018;041.018 - Kiwi Hayward Imp Eleg Cal 30 Cx 9kg;9,00;Kiwi Imp;Kiwi Hayward;Kiwi
041.019;041.019 - Kiwi Hayward Imp Eleg Cal 33 Cx 10kg;10,00;Kiwi Imp;Kiwi Hayward;Kiwi
041.020;041.020 - Kiwi Hayward Imp Eleg Cal 33 Cx 9kg;9,00;Kiwi Imp;Kiwi Hayward;Kiwi
041.021;041.021 - Kiwi Hayward Imp Eleg Cal 36 Cx 10kg;10,00;Kiwi Imp;Kiwi Hayward;Kiwi
041.022;041.022 - Kiwi Hayward Imp Eleg Cal 36 Cx 9kg;9,00;Kiwi Imp;Kiwi Hayward;Kiwi
041.023;041.023 - Kiwi Hayward Imp 500 Gr Cx 10 Und;5,00;Kiwi Imp;Kiwi Hayward;Kiwi
041.023;041.023 - Kiwi Hayward Imp Varejo;1,00;Kiwi Imp;Kiwi Hayward;Kiwi
041.025;041.025 - Kiwi Sungold Zespri Imp Cal 22 Cx 5,5kg;5,50;Kiwi Sungold;Kiwi Sungold;Kiwi
041.026;041.026 - Kiwi Sungold Zespri Imp Cal 27 Cx 5,5kg;5,50;Kiwi Sungold;Kiwi Sungold;Kiwi
041.027;041.027 - Kiwi Sungold Zespri Imp Cal 30 Cx 5,5kg;5,50;Kiwi Sungold;Kiwi Sungold;Kiwi
041.028;041.028 - Kiwi Sungold Zespri Imp Cal 33 Cx 5,5kg;5,50;Kiwi Sungold;Kiwi Sungold;Kiwi
041.029;041.029 - Kiwi Sungold Zespri Imp Cal 36 Cx 5,5kg;5,50;Kiwi Sungold;Kiwi Sungold;Kiwi
041.031;041.031 - Kiwi Sungold Zespri Imp Cx 4,4kg / 10 X 440g;4,40;Kiwi Sungold;Kiwi Sungold;Kiwi
041.032;041.032 - Kiwi Sungold Zespri Imp Cx 4,6kg / 10 X 460g;4,60;Kiwi Sungold;Kiwi Sungold;Kiwi
041.033;041.033 - Kiwi Sungold Zespri Imp Cal 39 Cx 5,5kg;5,50;Kiwi Sungold;Kiwi Sungold;Kiwi
041.035;041.035 - Kiwi Cx 9kg;9,00;Kiwi Imp;Kiwi Nacional;Kiwi
041.036;041.036 - Kiwi Imp Qualita Cx 10 Und C/700gr;7,00;Kiwi Imp;Kiwi Hayward;Kiwi
041.037;041.037 - Kiwi Pick & Nicky Imp 600g Cx 10 Und;6,00;Kiwi Imp Pick & Nicky;Kiwi Hayward;Kiwi
041.038;041.038 - Kiwi Hayward Imp Eleg Cal 39 Cx 10kg;10,00;Kiwi Imp;Kiwi Hayward;Kiwi
041.039;041.039 - Kiwi Pick & Nicky Imp 600g Cx 22 Und;13,20;Kiwi Imp Pick & Nicky;Kiwi Hayward;Kiwi
041.040;041.040 - Kiwi Green Zespri Imp Cal 39 Cx 10kg;10,00;Kiwi Green;Kiwi Green;Kiwi
041.041;041.041 - Kiwi Hayward Imp Com Cal 39 Cx 10kg;10,00;Kiwi Imp;Kiwi Hayward;Kiwi
041.042;041.042 - Kiwi Hayward Imp Eleg Cal 42 Cx 09kg;9,00;Kiwi Imp;Kiwi Hayward;Kiwi
041.043;041.043 - Kiwi Pick & Nick 600gr Cx 22 Und;13,20;Kiwi Imp Pick & Nicky;Kiwi Hayward;Kiwi
041.044;041.044 - Kiwi Sungold Zespri Imp Cx 5,04 Kg / 14 X 360g;5,04;Kiwi Sungold;Kiwi Sungold;Kiwi
041.045;041.045 - Kiwi Hayward Imp Eleg Cal 20-23 Cx 10kg;10,00;Kiwi Imp;Kiwi Hayward;Kiwi
041.046;041.046 - Kiwi Hayward Imp Com Cal 36 Cx 09kg;9,00;Kiwi Imp;Kiwi Hayward;Kiwi
041.047;041.047 - Kiwi Hayward Imp Com Cal 30 Cx 9kg;9,00;Kiwi Imp;Kiwi Hayward;Kiwi
041.048;041.048 - Kiwi Hayward Imp Com Cal 39 Cx 9kg;9,00;Kiwi Imp;Kiwi Hayward;Kiwi
041.049;041.049 - Kiwi Hayward Imp Com Cal 27 Cx 9 Kg;9,00;Kiwi Imp;Kiwi Hayward;Kiwi
041.050;041.050 - Kiwi Jingold Amarelo Imp Cal 36 Cx 6kg;6,00;Kiwi Imp;Kiwi Jingold Amarelo;Kiwi
041.051;041.051 - Kiwi Pick & Nicky 600g Cx 10 Und;6,00;Kiwi Imp Pick & Nicky;Kiwi Hayward;Kiwi
041.053;041.053 - Kiwi Green Zespri Imp Cx 4,96 Kg / 16 X 310g;4,96;Kiwi Green;Kiwi Green;Kiwi
041.054;041.054 - Kiwi Sungold Zespri Imp Cx 4,96 Kg / 16 X 310g;4,96;Kiwi Sungold;Kiwi Sungold;Kiwi
042.003;042.003 - Pera D'Anjou Varejo;1,00;Pera D'Anjou Imp;Pera Danjou;Pera
042.004;042.004 - Pera Ercolini Ele Imp Cx 10kg;10,00;Pera Ercolini Imp;Pera Ercolini;Pera
042.005;042.005 - Pera Imp D Anjou Com Cal 120 Cx 18kg;18,00;Pera D'Anjou Imp;Pera Danjou;Pera
042.005;042.005 - Pera Imp D'Anjou Com Cal 120 Cx 18kg;18,00;Pera D'Anjou Imp;Pera Danjou;Pera
